default,age,gender,income,balance,own,miss,educ
0,31,2,41315,574,0,0,3
0,32,1,33564,0,1,0,3
0,54,2,101591,2900,0,1,4
0,40,2,36190,87,0,0,2
0,64,1,56928,0,1,0,2
0,46,2,107092,0,0,0,3
0,65,1,64789,398,1,1,3
0,43,1,61552,236,1,0,3
0,66,2,35260,136,1,0,1
0,34,2,27768,536,0,0,2
0,46,2,29484,141,1,0,1
0,30,1,52858,0,0,2,4
0,47,1,23277,1338,0,1,1
0,50,1,83464,229,1,0,3
0,67,1,51938,0,1,0,2
0,37,1,50954,65,0,0,3
0,50,2,70296,0,0,0,5
0,66,1,45788,0,1,0,1
0,40,2,23085,0,1,0,2
0,60,2,172808,364,1,0,2
0,73,2,69585,2955,1,2,4
0,67,1,59788,158,1,0,2
0,46,2,28037,306,0,0,2
0,60,1,58876,263,1,0,3
1,60,1,65515,5301,1,4,3
0,51,1,46001,2160,0,1,2
0,36,2,220531,487,0,0,2
0,72,2,50349,295,1,0,3
0,29,1,14230,421,1,0,1
0,32,1,72850,247,0,0,5
0,62,1,63045,408,1,0,2
0,34,2,22856,815,0,0,2
0,64,2,79968,581,1,0,5
0,46,1,171432,1559,1,1,4
1,38,1,69192,7552,0,3,4
0,63,2,39488,736,1,0,1
0,48,1,55532,0,0,0,3
0,63,2,33930,3098,1,1,1
0,43,2,118550,192,0,0,2
0,71,2,49187,502,1,0,3
0,44,2,88369,101,0,1,4
0,52,1,57506,4283,1,2,2
0,26,1,39381,0,0,1,3
0,35,1,92481,909,0,0,3
0,23,2,11141,1524,0,0,2
0,35,2,29622,1211,0,0,3
0,61,1,126648,0,1,1,4
0,60,1,72547,639,1,0,4
0,38,2,62110,315,0,0,5
0,53,1,26910,347,0,0,1
0,43,2,42400,0,0,0,3
0,31,1,46237,0,0,0,3
0,68,2,36771,105,1,0,1
1,75,2,31992,5898,1,2,1
0,74,1,73319,0,1,1,2
0,32,2,40129,61,0,0,3
0,60,2,58133,2157,1,1,2
0,21,1,21944,995,0,0,2
0,59,2,29970,4135,1,1,2
0,63,2,38179,25,1,0,2
0,49,1,79952,0,1,0,2
0,48,1,78544,0,1,0,5
0,44,2,52847,86,0,0,3
0,60,2,32472,0,1,0,2
0,70,1,80880,0,1,0,4
0,21,2,15270,444,0,0,2
0,64,2,47237,1920,1,0,3
0,23,2,25436,1223,0,1,3
0,75,2,32688,509,1,0,1
0,46,2,69655,0,1,0,3
0,24,2,35153,1902,0,0,4
0,51,2,31347,0,1,0,2
0,42,2,68300,200,1,0,4
0,60,1,95551,0,1,0,4
0,32,2,61819,0,0,0,2
0,35,1,15284,582,0,1,1
1,72,2,44007,3442,1,1,2
0,72,2,82920,0,1,0,2
0,56,2,83132,0,1,0,4
0,47,2,80128,863,0,0,5
0,62,1,53811,3088,1,1,2
0,30,2,23216,413,0,0,2
0,64,2,56714,66,1,0,2
0,74,2,93003,86,1,0,3
0,48,2,30888,41,1,0,2
0,32,1,31961,0,0,0,3
0,48,2,44586,1525,1,0,3
0,53,1,59782,0,1,0,3
0,61,1,82990,0,1,0,4
0,30,1,66308,800,0,0,2
0,28,2,50418,2512,0,1,5
0,46,1,23895,929,0,0,1
0,56,2,75671,65,1,0,5
0,35,1,46083,0,0,2,2
0,33,2,18670,121,0,0,2
0,35,2,39497,4567,0,1,4
0,24,2,31465,2523,0,1,4
0,45,2,37100,171,0,0,3
0,67,2,66622,155,1,0,4
0,35,2,26090,0,0,0,3
0,44,1,110550,75,0,0,3
0,25,2,10738,0,0,0,2
0,50,2,32464,512,1,0,2
0,75,1,124623,1118,1,0,3
0,69,1,54088,0,1,0,2
0,43,1,30100,708,0,0,2
0,67,2,123592,0,1,0,4
0,40,2,307883,2953,0,1,4
0,31,2,17818,0,0,0,2
0,52,1,130953,927,1,0,5
0,34,2,12117,0,0,0,1
0,33,1,75563,320,0,0,4
1,75,2,165661,0,1,4,2
0,54,2,31995,0,1,0,2
0,73,2,40313,56,1,0,1
0,48,1,41052,1681,0,0,2
0,38,1,25013,130,1,0,2
0,71,1,162571,2950,1,1,5
0,57,1,58771,6,1,0,2
0,73,2,39808,1850,1,0,1
0,21,2,10000,0,0,0,1
0,25,2,13555,954,0,0,2
0,74,2,37415,4663,1,1,1
1,42,2,25841,3645,0,1,2
0,29,1,34580,335,0,0,2
0,74,1,88035,773,1,0,4
0,72,2,44658,80,1,0,2
0,56,1,29548,252,1,0,1
0,53,2,79758,1034,1,0,5
0,31,1,129819,3005,0,1,5
0,54,1,31742,151,1,0,1
0,29,2,11142,23,0,0,1
0,55,1,122759,984,1,0,4
0,52,2,71303,7,1,3,5
0,26,2,52591,0,0,1,4
0,62,2,48982,109,0,0,3
0,29,2,62017,115,0,0,3
0,51,1,180868,807,0,0,5
0,74,2,89358,510,1,0,5
0,49,1,38065,0,1,0,2
0,68,2,90448,0,1,0,5
0,23,2,10503,0,0,0,2
0,73,2,56978,163,1,0,3
0,63,1,312291,60,1,0,4
0,69,2,45538,0,1,0,2
0,72,2,36393,410,1,0,1
0,64,1,44686,1059,1,0,2
0,30,2,22222,653,0,1,2
0,73,2,49896,737,1,0,2
0,22,2,38984,239,0,0,4
0,24,1,28678,335,0,0,2
0,44,1,54447,202,1,0,2
0,28,1,26174,2946,0,1,2
0,42,1,79871,0,0,0,2
0,30,1,58616,386,0,0,3
0,36,1,24441,434,0,0,2
0,40,1,50168,403,1,0,2
0,71,1,47673,793,1,0,2
0,72,1,119565,270,1,0,1
0,44,1,68928,1102,1,0,3
0,23,1,10000,387,0,0,1
0,67,1,63734,773,1,0,1
0,72,1,61899,0,1,0,3
0,61,1,97919,0,1,0,4
0,62,1,72447,352,1,1,3
0,54,1,47835,644,0,0,3
0,33,1,21667,0,0,0,2
0,24,2,42942,0,0,0,4
0,52,2,43337,0,0,0,1
0,74,1,126110,2544,1,1,5
0,25,1,48799,1054,0,2,5
0,37,1,41868,0,0,0,3
0,41,2,233490,1203,0,0,5
1,28,1,54822,6103,0,2,3
0,60,2,61013,85,1,0,2
0,26,1,79539,1874,0,0,5
0,44,1,53386,256,0,0,2
0,23,1,57350,112,0,2,5
0,74,2,90799,44,1,0,3
0,41,1,45250,412,1,0,3
0,66,1,138617,2811,1,1,5
0,38,1,29949,331,1,0,2
0,28,2,21909,0,0,2,3
0,27,1,60251,1273,0,1,2
0,44,1,163065,22,1,0,4
0,57,1,115631,0,1,0,4
0,73,2,51652,0,1,0,2
0,52,2,24447,0,0,0,1
0,21,2,19838,237,0,0,3
0,60,2,55000,6,1,0,3
0,31,1,48261,1012,0,0,2
0,52,1,77006,799,1,0,4
0,73,2,74495,1185,1,0,4
0,70,1,58820,4879,1,1,3
0,35,2,17084,1957,0,1,1
0,25,1,67035,229,0,0,4
0,57,2,36490,0,1,0,2
0,31,1,47968,115,0,0,4
0,45,2,34468,355,0,0,3
0,43,1,91080,54,0,0,3
0,58,1,109466,0,1,0,4
0,39,1,64348,1366,0,1,4
0,51,2,58301,0,1,0,4
0,42,2,32126,279,1,0,2
0,41,1,68272,551,0,0,2
0,40,2,66982,3421,1,1,3
0,67,2,85086,1123,1,0,2
0,68,2,50975,3241,1,1,3
0,75,1,192971,602,1,0,5
0,22,2,10000,0,0,0,1
0,27,1,14544,1624,0,1,2
0,32,1,21377,1526,0,0,2
0,58,1,72628,636,0,0,4
0,55,2,34066,322,0,0,2
0,53,2,67425,1502,1,0,4
0,41,1,25866,4673,1,1,1
0,31,1,52410,130,0,0,4
0,45,1,64555,43,0,0,2
0,54,1,72298,417,0,0,2
1,65,1,44517,264,1,4,2
0,72,1,86322,0,1,0,4
0,47,2,38624,0,1,0,2
0,38,2,28294,162,0,0,2
0,48,2,61032,120,0,0,4
1,62,1,73231,1045,1,0,2
0,39,2,46347,0,0,0,2
0,45,2,44842,1792,0,1,4
0,66,1,72843,5013,1,2,1
0,39,1,36089,1307,0,2,2
0,58,2,62179,0,1,0,4
0,28,2,23478,55,0,0,1
0,21,2,34329,0,0,2,4
0,27,1,66571,235,0,0,5
0,33,1,63357,0,0,0,3
0,55,1,41805,0,0,0,2
0,40,1,36907,0,0,0,3
0,32,2,30973,0,0,0,2
1,51,1,41560,3262,1,1,3
0,57,1,46650,0,0,0,3
0,45,1,73754,0,0,0,4
0,47,2,50828,0,1,0,4
0,53,2,28965,661,1,0,1
0,57,1,97042,1041,1,1,3
0,26,2,22400,936,0,0,3
0,35,2,22723,0,0,0,2
0,71,1,101914,4940,1,1,4
0,23,2,28317,3257,0,1,4
0,39,1,16482,1145,0,0,1
0,42,1,46777,0,1,0,3
0,35,1,42719,0,0,0,3
0,48,2,122864,712,1,0,3
0,38,1,28089,732,0,0,2
1,51,2,74518,7856,0,3,5
1,64,2,93513,1876,1,0,3
0,44,2,53447,0,0,2,3
0,37,1,60822,3791,1,1,4
1,35,2,22137,3927,0,1,2
0,58,1,114871,0,1,0,4
0,25,1,25398,342,0,0,3
0,54,1,40375,0,1,0,2
0,52,2,58854,0,1,1,4
0,54,1,158550,76,1,0,2
0,36,1,23312,0,0,0,1
0,57,1,76449,2146,1,1,2
0,27,1,33785,382,0,4,3
0,57,2,40462,628,1,0,2
0,68,2,44842,330,1,0,3
0,26,2,10000,691,0,0,1
0,36,2,19317,0,1,0,2
0,68,2,80052,292,1,0,3
0,26,2,19933,0,0,0,3
0,61,1,130058,210,1,1,4
0,66,1,62955,4109,1,1,2
0,34,1,18932,3286,0,1,1
0,75,1,84193,577,1,0,2
0,60,2,35453,850,1,0,2
0,23,2,10000,753,0,1,1
0,40,1,113254,159,0,0,5
0,56,1,282278,0,1,0,2
0,54,2,46492,2033,1,1,2
0,36,1,17525,0,1,1,1
0,23,1,56901,1537,0,1,5
0,21,2,33866,0,0,0,3
0,51,1,139589,0,1,0,4
0,54,2,95819,270,1,0,5
0,66,1,102335,0,1,1,3
0,37,2,13974,362,0,0,1
0,26,1,17929,145,0,0,2
1,58,1,83742,1454,1,0,3
0,57,2,115518,1465,1,1,4
0,35,1,34284,0,0,0,2
0,37,1,47772,208,0,0,4
0,74,2,54208,0,1,0,2
0,71,2,94198,38,1,0,2
0,71,1,118012,1192,1,1,2
0,55,2,47509,335,1,0,3
0,29,2,17006,2307,0,0,1
0,52,2,33606,0,1,0,2
0,45,1,32794,4649,1,2,2
0,27,1,79989,106,0,0,4
0,61,2,62809,0,1,0,4
0,71,2,34756,352,1,0,1
0,62,1,115915,686,1,0,4
0,72,2,79000,0,1,0,2
0,26,1,30771,1062,0,1,3
0,27,1,48088,0,0,0,4
0,48,2,50709,0,1,0,3
0,23,2,84023,1536,0,0,3
0,69,2,77348,719,1,0,2
0,25,2,19257,0,0,0,3
0,32,1,34642,0,0,0,3
0,29,1,27169,0,0,0,2
0,27,1,19581,0,0,0,2
0,75,1,63659,0,1,0,3
0,65,2,65792,1561,1,1,1
0,74,2,52679,0,1,0,2
0,26,2,24477,1386,0,1,3
0,30,2,40955,253,0,0,4
0,59,2,39295,1119,1,0,3
0,44,2,34402,1108,0,0,2
0,34,1,37500,421,0,0,3
0,25,1,22649,2487,0,1,2
0,35,1,30717,0,0,0,2
0,65,1,495671,0,1,1,4
0,67,1,107225,0,1,0,3
0,46,1,71486,0,0,1,2
0,39,2,217500,686,0,1,5
0,74,2,94154,0,1,0,3
0,37,1,93890,179,0,0,5
0,47,1,67716,2468,0,1,3
0,41,1,43504,197,0,0,3
0,25,2,10000,0,0,0,1
0,51,1,46750,0,1,0,3
0,63,1,89665,0,1,0,4
0,35,1,65371,323,1,0,4
0,27,1,31582,2286,0,1,3
0,60,2,51993,329,1,0,3
0,57,2,82907,149,1,0,3
0,28,2,34888,0,0,0,2
0,45,2,52735,1245,0,0,3
0,35,2,28511,308,0,0,2
0,54,1,234917,0,1,0,4
0,55,2,59702,0,0,0,5
0,71,2,50155,141,1,0,3
0,34,1,18680,1668,0,1,1
0,22,2,10245,411,0,0,2
0,57,2,39047,208,1,0,3
0,70,2,105701,0,1,0,4
0,33,1,142273,72,0,0,1
0,33,2,65922,214,0,0,5
0,30,1,38148,0,0,0,2
0,44,1,55751,105,1,0,4
0,52,1,38591,0,0,0,1
0,28,1,10000,1500,0,0,1
0,28,1,97402,0,0,0,5
0,60,1,106740,116,1,0,5
0,38,2,32410,5982,0,2,3
0,67,2,51788,0,1,0,3
0,39,2,45016,0,0,0,1
0,29,2,37043,30,0,0,3
0,32,2,15177,2535,0,1,1
0,64,2,38619,416,1,1,1
0,22,1,39876,2251,0,1,4
0,65,2,41277,0,1,0,2
1,73,2,98470,1021,1,0,2
0,31,2,38908,416,0,0,4
0,74,1,62688,0,1,0,3
1,66,2,58303,2271,1,1,3
0,56,2,112738,0,1,0,4
0,67,1,80983,729,1,0,4
0,61,2,77993,2432,1,0,1
0,67,1,122887,0,1,0,3
0,23,1,48811,187,0,0,4
0,75,1,90408,39,1,0,3
0,38,1,85870,0,0,0,4
0,39,1,36067,283,0,0,2
0,26,1,10000,50,0,0,1
0,47,1,63568,23,0,0,2
0,51,2,43346,2372,1,0,3
0,48,2,28320,2031,1,0,2
0,73,2,63628,0,1,1,3
0,21,2,19146,1178,0,0,2
0,40,2,50893,0,0,0,4
0,45,1,22511,1098,1,1,1
0,70,2,46530,853,1,0,3
0,71,1,93303,124,1,0,4
0,63,2,33221,4461,0,1,2
0,54,1,27698,317,1,0,1
0,35,1,38913,62,0,0,3
0,26,1,132094,65,0,0,5
0,51,2,54205,192,0,0,4
0,73,1,192723,4527,1,1,3
0,63,1,62208,601,1,1,2
0,29,2,24060,137,0,0,3
0,53,2,53878,0,1,0,4
0,55,2,59923,397,0,0,4
0,47,1,74686,2643,1,2,4
0,59,1,91021,985,1,0,4
0,67,1,42917,1525,1,0,1
0,28,2,34810,2527,0,1,3
0,63,2,107259,0,1,0,4
0,49,2,31927,0,0,0,2
1,56,2,36505,4688,1,1,2
0,48,2,43681,142,0,0,2
0,51,1,78939,3996,0,1,3
0,38,2,32674,881,0,0,3
0,25,1,32812,0,0,0,3
0,58,2,41952,740,1,0,2
0,25,1,47589,2363,0,1,4
0,47,1,54734,0,1,0,2
0,72,1,139741,333,1,1,3
0,67,1,122358,677,1,0,5
0,24,1,21379,972,0,1,2
1,64,1,62993,3932,1,1,2
0,75,1,64353,1611,1,1,2
0,24,1,94472,513,0,1,2
0,48,2,110200,0,1,0,4
0,33,1,38428,0,0,1,3
0,26,2,29344,204,0,0,3
0,74,2,67086,0,1,0,4
0,36,2,18622,278,0,1,1
0,42,2,32606,582,0,0,2
0,66,2,73238,0,1,0,4
0,46,1,82191,0,0,0,4
0,24,1,10000,0,0,0,1
0,73,2,62571,0,1,0,4
0,48,1,115071,64,1,0,3
0,63,1,98939,0,1,0,4
0,31,2,35402,0,0,0,4
0,61,1,105346,2106,1,0,2
0,32,1,22834,595,0,0,1
0,66,2,77652,0,1,0,3
0,47,2,70487,0,1,1,2
0,48,1,47490,0,1,0,2
0,31,2,351783,2812,0,1,5
0,34,2,28368,306,0,0,3
0,40,1,51924,531,0,0,2
0,49,1,34022,0,1,0,2
0,50,2,23445,330,1,0,1
0,41,2,44825,0,0,0,2
0,60,1,53816,3216,1,1,3
0,39,1,66710,742,0,0,2
0,40,2,27899,0,0,0,2
0,39,1,52842,339,1,0,2
0,73,2,77158,0,1,1,4
0,39,1,49964,1681,0,0,4
0,67,2,98685,712,1,0,4
0,22,2,12942,952,0,0,2
0,47,1,64456,880,0,0,2
0,32,1,25108,65,0,0,2
0,67,2,38100,146,1,0,2
0,56,2,69908,0,1,0,3
0,46,2,37257,188,1,0,1
0,61,2,34923,0,1,0,2
1,64,1,42460,4165,1,1,2
0,67,1,60652,1259,1,0,2
0,54,2,34369,453,0,0,2
0,35,1,65724,259,0,0,5
0,74,1,87356,0,1,0,4
0,45,2,85804,0,0,0,4
0,60,2,88349,5427,1,2,4
0,22,2,14367,0,0,0,2
0,26,1,35301,0,0,0,3
0,50,2,99007,0,1,0,4
0,54,1,77232,55,1,0,3
0,75,1,58249,1472,1,1,2
0,56,2,23092,264,1,0,1
0,37,1,28195,0,1,0,2
0,53,1,212074,0,1,1,5
0,50,2,28974,0,0,0,2
0,38,2,20555,185,0,0,2
0,22,2,106599,348,0,0,5
0,22,1,74674,597,0,0,4
0,38,2,20643,892,0,0,2
0,23,1,26692,3507,0,1,3
0,67,2,63958,0,1,0,4
0,63,1,53179,0,1,0,3
0,34,1,13629,0,0,0,1
0,63,2,98637,0,1,0,5
0,56,1,85600,112,1,0,5
0,61,1,75917,276,1,0,1
0,36,1,62170,823,0,0,4
0,55,2,49600,68,1,1,1
1,69,1,56112,1598,1,0,3
0,73,1,96157,0,1,0,4
0,67,1,67687,0,1,0,3
0,32,2,17405,467,0,0,2
1,62,2,41191,573,1,0,2
0,33,1,168336,2,1,0,4
0,25,1,40624,0,0,1,3
0,43,1,62819,0,0,0,4
0,28,1,26039,0,0,0,3
0,24,2,60741,0,0,0,4
0,45,2,44874,95,1,0,4
0,28,1,61439,0,0,0,2
1,70,2,66696,2112,1,0,2
0,61,2,28449,4536,1,1,1
0,43,1,35792,133,0,0,3
0,55,2,28764,28,1,0,1
0,63,1,72488,0,1,0,3
0,26,1,20284,579,0,0,2
0,36,1,29503,461,0,0,2
0,41,1,35128,0,0,0,2
0,69,1,104789,0,1,0,1
1,53,1,35798,3502,0,4,2
0,29,1,39265,0,0,0,3
0,22,2,42010,1511,0,1,2
1,62,2,71315,2146,1,0,2
0,25,1,14676,189,0,1,2
0,36,1,37031,0,0,0,2
0,38,1,16889,908,0,0,1
0,57,2,36245,254,1,0,2
0,68,2,42506,169,1,0,1
0,65,1,56093,0,1,0,2
0,65,2,180828,201,1,0,4
0,44,1,89055,569,1,1,4
0,45,2,23118,767,1,0,1
0,34,2,56374,0,0,0,4
0,43,1,59797,0,0,0,4
0,32,2,169555,644,0,1,4
0,63,1,97842,271,1,1,5
1,37,2,139707,5997,0,4,3
0,33,1,82642,79,0,0,4
0,41,2,43530,767,0,0,4
0,46,2,41322,1052,0,0,2
0,24,2,28303,412,0,1,4
0,36,1,54805,0,0,0,4
0,56,2,700223,8791,1,4,5
0,72,1,45283,0,1,0,2
0,23,1,40393,0,0,0,4
0,50,1,49690,2194,1,1,3
0,24,2,37345,0,0,0,4
0,56,2,37116,307,0,0,2
0,63,2,82166,0,1,0,4
1,60,1,55636,1714,1,1,2
0,49,1,36924,0,1,0,2
0,36,1,13980,203,0,0,1
0,60,2,50307,390,1,3,3
0,64,2,26903,0,1,0,1
0,23,1,46121,0,0,0,4
0,37,1,44349,0,0,0,2
0,74,2,57589,685,1,0,1
0,59,2,211992,4790,1,1,4
0,68,1,125569,618,1,0,4
0,25,2,17025,0,0,0,2
0,65,2,75360,1044,1,0,3
0,64,2,72163,182,1,0,4
0,59,2,40599,0,1,0,3
0,30,1,27530,12,0,0,2
0,21,1,49356,300,0,0,5
0,29,1,59565,1444,0,1,4
0,38,1,35405,543,0,0,2
0,35,2,24795,673,1,0,1
0,26,2,13471,0,0,0,2
0,23,1,38451,39,0,0,4
0,61,2,73057,387,1,0,2
0,55,2,41817,103,1,0,2
0,45,2,27518,289,1,0,2
0,64,1,138293,0,1,0,5
0,58,2,72694,438,1,0,4
0,58,1,67683,2115,0,1,4
0,69,2,189363,567,1,1,5
0,31,2,17134,481,0,0,2
0,50,2,24304,411,1,0,1
0,23,1,103408,0,1,0,4
0,48,1,51805,0,1,1,3
0,50,2,21656,450,1,0,1
0,26,2,15763,654,1,0,2
0,45,2,36629,583,1,1,3
0,71,2,197384,0,1,0,5
0,24,1,60065,0,0,0,5
1,61,1,44209,1104,1,1,1
0,74,2,54301,1224,1,1,1
0,34,2,23472,1442,0,1,3
0,30,1,17723,169,0,2,2
0,55,1,38481,220,0,0,2
0,33,2,42492,531,0,0,4
0,59,2,56097,1470,1,1,4
0,55,1,83670,1371,1,0,2
0,42,1,125096,2506,0,1,3
0,55,2,30808,492,0,0,2
0,30,1,25601,337,0,0,2
0,52,1,59821,711,1,0,3
0,37,2,41650,0,0,0,2
0,43,2,30573,663,0,0,2
0,26,1,46619,868,0,0,3
0,61,2,80844,1147,1,0,3
0,30,1,347505,0,0,1,2
0,39,1,17266,279,0,0,1
0,33,2,27152,0,0,0,2
0,73,2,43400,488,1,0,1
0,63,2,52680,0,1,0,1
0,69,2,91559,1115,1,0,2
0,23,1,52220,0,0,0,3
0,67,2,62670,586,1,0,1
0,59,1,46243,434,1,0,2
0,28,2,19171,0,0,2,2
1,71,1,38843,1365,1,0,1
0,74,1,83633,0,1,0,4
0,67,1,55403,0,1,0,2
0,55,1,247932,0,1,0,2
0,68,1,51418,12,1,0,2
0,36,2,41055,0,0,0,1
0,60,1,107061,808,1,0,4
0,39,2,34872,1858,1,0,3
0,55,1,82054,65,1,0,4
0,61,1,112560,598,1,0,3
0,30,2,10000,0,0,0,1
0,65,2,49972,926,1,0,3
0,53,2,60509,38,1,0,2
1,58,2,73777,4714,1,2,4
0,60,1,80014,1602,1,2,1
0,56,1,67912,0,1,0,3
0,38,1,43356,447,0,1,2
0,61,1,141437,0,1,0,3
0,41,1,50183,0,0,0,4
0,25,1,14778,325,0,1,2
0,46,2,164306,999,1,1,4
0,27,1,214464,0,0,1,4
0,47,2,101337,279,1,0,5
0,65,2,61654,0,1,0,3
0,72,1,58282,0,1,1,1
1,70,1,67186,12937,1,4,3
0,23,2,14967,925,0,1,2
0,74,1,87537,1306,1,1,3
0,43,2,22505,0,0,2,2
0,68,1,70537,0,1,0,2
0,50,2,60688,0,1,2,3
0,28,2,10000,236,0,0,1
0,58,2,48498,872,1,0,2
0,31,1,75696,2129,0,1,5
0,69,2,122296,0,1,0,5
0,50,2,49770,579,0,0,2
0,24,2,12871,897,0,1,2
0,48,2,27717,0,1,0,2
0,39,1,69946,963,0,0,4
0,52,1,31693,459,0,0,1
0,24,1,18401,0,1,0,2
0,22,1,33513,242,0,0,3
0,52,1,44647,180,1,0,2
0,21,2,10177,321,0,0,2
0,74,2,52137,1792,1,0,1
0,68,2,50934,986,1,0,3
0,43,2,22942,0,0,0,2
0,62,1,43503,747,1,0,2
0,61,1,56546,1001,1,0,2
0,57,2,86205,0,1,0,4
0,58,1,71173,1412,1,1,2
0,34,1,47633,3086,0,2,3
0,42,2,83885,0,1,0,4
0,61,2,133229,0,1,0,2
0,38,2,36981,1035,0,0,3
0,63,1,65913,795,1,0,3
0,40,1,45954,397,0,0,2
0,45,1,61188,0,1,0,3
0,73,1,121860,405,1,0,5
0,75,1,51059,0,1,0,2
1,66,2,55492,562,1,0,1
0,70,1,46564,2081,1,1,1
0,41,1,49006,2265,0,1,2
1,46,1,166829,7682,1,3,4
0,51,2,32835,0,1,0,2
0,61,2,40160,0,1,1,2
0,50,1,52246,4043,0,1,1
0,35,2,56201,284,0,4,4
0,65,2,67936,0,1,0,3
0,67,2,60259,187,1,0,4
0,24,1,44058,328,0,0,3
0,41,2,14042,2308,0,1,1
0,65,2,98873,299,1,0,5
0,27,1,30886,0,0,0,3
0,63,1,90921,0,1,0,2
0,42,1,32991,1094,1,0,2
0,68,2,29064,1008,1,0,1
0,74,2,79943,182,1,0,2
0,35,2,10715,0,0,0,1
0,35,1,48201,0,0,0,2
0,60,2,59829,585,1,0,4
0,53,2,77774,0,1,0,4
0,50,2,30164,0,0,0,2
0,35,2,36436,1598,0,0,3
0,72,1,88864,474,1,1,4
0,64,2,52166,192,1,0,2
0,33,1,30983,270,1,0,2
0,61,1,46901,0,1,0,2
0,68,2,61423,1710,1,0,1
0,62,2,95353,0,1,0,4
1,71,2,58862,1812,1,1,3
0,35,2,44378,0,0,0,3
0,44,2,52877,313,0,0,4
0,68,1,108660,2360,1,2,4
0,69,1,152355,0,1,1,3
0,22,1,53552,1087,0,0,4
0,30,2,46847,0,0,0,5
1,41,2,22812,1913,0,1,2
0,68,2,65048,0,1,0,2
0,43,1,24533,443,1,0,1
0,27,1,25717,615,0,1,2
0,59,2,51604,329,1,0,3
0,25,1,42088,1608,0,0,3
0,65,1,51377,201,1,0,1
0,64,2,75230,162,1,0,2
0,63,1,75312,85,1,0,3
0,51,2,47962,3952,1,1,2
0,23,1,44979,0,0,0,4
0,59,2,57675,307,1,0,3
0,31,1,71145,2261,0,1,4
0,64,1,96357,585,1,0,4
0,45,1,26040,0,1,0,1
0,75,2,91203,9,1,0,3
0,72,1,91908,0,1,0,4
0,49,2,33869,0,1,0,3
0,33,1,22765,0,0,1,2
0,40,2,47353,1852,0,0,4
1,67,2,72916,5164,1,2,2
0,45,2,90506,2096,0,0,3
0,56,1,40472,0,1,0,2
0,30,1,10806,53,0,0,1
0,62,2,43415,467,1,0,2
0,49,2,59698,0,1,0,2
0,37,2,63650,315,0,0,1
0,40,2,34753,675,0,0,3
0,35,2,53922,292,0,0,4
0,55,1,68030,0,0,0,2
0,44,2,27293,171,1,0,2
0,50,1,28673,0,1,0,1
0,61,2,113828,0,1,0,4
0,32,1,13051,1169,0,0,1
0,33,1,15726,407,0,0,1
0,31,1,22952,792,0,1,2
0,49,1,37419,138,1,1,2
0,60,2,133762,0,1,0,4
0,57,2,51992,1507,1,0,2
0,37,1,126270,931,0,0,5
0,54,2,56616,842,1,0,2
0,68,2,38375,0,1,0,2
0,66,2,135111,0,1,0,4
0,36,1,82237,135,0,2,4
0,52,2,39102,1606,0,0,3
0,31,1,25845,1330,1,3,2
0,36,2,20253,1026,0,0,2
0,38,1,63851,944,1,0,5
0,28,1,31470,176,0,0,3
0,31,2,25554,0,0,0,3
0,32,2,10000,0,0,0,1
1,73,1,65291,671,1,0,3
0,65,2,34751,771,1,0,2
0,31,1,14713,0,0,0,1
1,47,2,79480,97,1,1,3
0,31,2,22567,0,0,2,3
1,36,2,23361,624,0,4,2
0,30,2,16650,0,0,0,1
0,37,2,28165,764,0,0,2
0,38,2,27754,3096,1,1,2
0,62,1,135925,304,1,0,1
0,22,2,31581,1497,0,0,3
0,30,1,19630,665,0,0,2
0,53,2,114187,0,1,0,3
0,53,2,130624,1043,0,1,4
0,58,2,46827,854,1,0,3
0,70,2,122826,291,1,0,3
0,33,2,126218,1414,0,0,2
0,71,1,66322,0,1,0,3
0,73,2,71490,196,1,0,4
0,33,2,18662,436,0,0,2
0,24,1,29306,0,0,0,2
1,65,2,52989,4627,1,3,2
0,59,1,44189,470,1,0,2
0,35,2,16224,0,0,0,1
0,65,2,46238,0,1,0,2
0,72,1,56213,663,1,1,2
0,45,2,48280,0,0,0,2
0,49,2,37435,136,0,0,1
0,33,1,36008,41,0,0,3
0,68,1,54681,0,1,0,2
0,36,1,36337,233,0,0,3
0,29,2,29558,0,0,0,3
0,30,1,23122,0,1,0,2
0,67,1,40559,0,0,1,1
0,75,2,106120,0,1,0,4
0,50,2,32863,0,1,1,2
0,67,1,67039,719,1,0,2
0,72,1,72464,3962,1,1,3
0,70,2,66616,841,1,0,4
0,73,2,55379,0,1,0,3
0,65,2,63844,0,1,0,3
0,60,1,111442,2097,1,0,5
0,53,1,72097,0,1,0,4
0,30,2,72634,0,0,0,3
0,56,1,78862,250,1,0,3
0,74,1,63490,673,1,0,1
0,66,1,57528,1833,1,0,2
0,46,2,17227,537,1,0,1
0,31,1,33011,1837,0,1,3
0,59,1,71258,284,1,0,3
0,29,2,41040,370,0,0,3
0,73,1,63035,333,1,0,1
1,43,2,22970,4093,0,1,2
0,24,2,53216,168,0,0,5
0,50,2,53943,1025,1,1,3
0,44,1,74058,0,0,0,5
0,44,2,70206,656,0,1,4
0,22,2,29460,0,0,0,4
0,39,2,43381,296,1,1,3
0,74,2,58858,338,1,0,2
0,54,2,114315,0,1,0,4
1,70,1,74922,4766,1,2,3
0,21,1,56583,726,0,0,4
0,56,2,73132,445,1,0,4
0,22,2,31863,296,0,0,4
0,43,1,34435,706,0,0,2
